Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Year	Year Code	Mother's Weight Gain Recode	Mother's Weight Gain Recode Code	Births
	"Jefferson County, NY"	36045	White	2106-3	2017	2017	11 to 20 pounds	2	13
	"Jefferson County, NY"	36045	White	2106-3	2017	2017	21 to 30 pounds	3	15
	"Jefferson County, NY"	36045	White	2106-3	2017	2017	31 to 40 pounds	4	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	2017	2017	41 to 98 pounds	5	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	2018	2018	Less than 11 pounds	1	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	2018	2018	11 to 20 pounds	2	16
	"Jefferson County, NY"	36045	White	2106-3	2018	2018	21 to 30 pounds	3	18
	"Jefferson County, NY"	36045	White	2106-3	2018	2018	31 to 40 pounds	4	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	2019	2019	Less than 11 pounds	1	22
	"Jefferson County, NY"	36045	White	2106-3	2019	2019	11 to 20 pounds	2	10
	"Jefferson County, NY"	36045	White	2106-3	2019	2019	21 to 30 pounds	3	16
	"Jefferson County, NY"	36045	White	2106-3	2019	2019	31 to 40 pounds	4	18
	"Jefferson County, NY"	36045	White	2106-3	2019	2019	41 to 98 pounds	5	10
	"Jefferson County, NY"	36045	White	2106-3	2020	2020	Less than 11 pounds	1	13
	"Jefferson County, NY"	36045	White	2106-3	2020	2020	11 to 20 pounds	2	20
	"Jefferson County, NY"	36045	White	2106-3	2020	2020	21 to 30 pounds	3	24
	"Jefferson County, NY"	36045	White	2106-3	2020	2020	31 to 40 pounds	4	13
	"Jefferson County, NY"	36045	White	2106-3	2020	2020	41 to 98 pounds	5	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	2021	2021	Less than 11 pounds	1	12
	"Jefferson County, NY"	36045	White	2106-3	2021	2021	11 to 20 pounds	2	16
	"Jefferson County, NY"	36045	White	2106-3	2021	2021	21 to 30 pounds	3	21
	"Jefferson County, NY"	36045	White	2106-3	2021	2021	31 to 40 pounds	4	19
	"Jefferson County, NY"	36045	White	2106-3	2021	2021	41 to 98 pounds	5	15
	"Kings County, NY"	36047	Asian	A	2016	2016	Less than 11 pounds	1	44
	"Kings County, NY"	36047	Asian	A	2016	2016	11 to 20 pounds	2	126
	"Kings County, NY"	36047	Asian	A	2016	2016	21 to 30 pounds	3	157
	"Kings County, NY"	36047	Asian	A	2016	2016	31 to 40 pounds	4	57
	"Kings County, NY"	36047	Asian	A	2016	2016	41 to 98 pounds	5	27
	"Kings County, NY"	36047	Asian	A	2017	2017	Less than 11 pounds	1	45
	"Kings County, NY"	36047	Asian	A	2017	2017	11 to 20 pounds	2	109
	"Kings County, NY"	36047	Asian	A	2017	2017	21 to 30 pounds	3	113
	"Kings County, NY"	36047	Asian	A	2017	2017	31 to 40 pounds	4	69
	"Kings County, NY"	36047	Asian	A	2017	2017	41 to 98 pounds	5	27
	"Kings County, NY"	36047	Asian	A	2018	2018	Less than 11 pounds	1	27
	"Kings County, NY"	36047	Asian	A	2018	2018	11 to 20 pounds	2	93
	"Kings County, NY"	36047	Asian	A	2018	2018	21 to 30 pounds	3	116
	"Kings County, NY"	36047	Asian	A	2018	2018	31 to 40 pounds	4	63
	"Kings County, NY"	36047	Asian	A	2018	2018	41 to 98 pounds	5	15
	"Kings County, NY"	36047	Asian	A	2019	2019	Less than 11 pounds	1	32
	"Kings County, NY"	36047	Asian	A	2019	2019	11 to 20 pounds	2	92
	"Kings County, NY"	36047	Asian	A	2019	2019	21 to 30 pounds	3	125
	"Kings County, NY"	36047	Asian	A	2019	2019	31 to 40 pounds	4	48
	"Kings County, NY"	36047	Asian	A	2019	2019	41 to 98 pounds	5	19
	"Kings County, NY"	36047	Asian	A	2020	2020	Less than 11 pounds	1	27
	"Kings County, NY"	36047	Asian	A	2020	2020	11 to 20 pounds	2	82
	"Kings County, NY"	36047	Asian	A	2020	2020	21 to 30 pounds	3	107
	"Kings County, NY"	36047	Asian	A	2020	2020	31 to 40 pounds	4	38
	"Kings County, NY"	36047	Asian	A	2020	2020	41 to 98 pounds	5	21
	"Kings County, NY"	36047	Asian	A	2021	2021	Less than 11 pounds	1	30
	"Kings County, NY"	36047	Asian	A	2021	2021	11 to 20 pounds	2	75
	"Kings County, NY"	36047	Asian	A	2021	2021	21 to 30 pounds	3	103
	"Kings County, NY"	36047	Asian	A	2021	2021	31 to 40 pounds	4	45
	"Kings County, NY"	36047	Asian	A	2021	2021	41 to 98 pounds	5	16
	"Kings County, NY"	36047	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	106
	"Kings County, NY"	36047	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	201
	"Kings County, NY"	36047	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	279
	"Kings County, NY"	36047	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	237
	"Kings County, NY"	36047	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	97
	"Kings County, NY"	36047	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	105
	"Kings County, NY"	36047	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	228
	"Kings County, NY"	36047	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	279
	"Kings County, NY"	36047	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	197
	"Kings County, NY"	36047	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	90
	"Kings County, NY"	36047	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	121
	"Kings County, NY"	36047	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	205
	"Kings County, NY"	36047	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	265
	"Kings County, NY"	36047	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	256
	"Kings County, NY"	36047	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	87
	"Kings County, NY"	36047	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	115
	"Kings County, NY"	36047	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	222
	"Kings County, NY"	36047	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	254
	"Kings County, NY"	36047	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	190
	"Kings County, NY"	36047	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	80
	"Kings County, NY"	36047	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	111
	"Kings County, NY"	36047	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	222
	"Kings County, NY"	36047	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	249
	"Kings County, NY"	36047	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	158
	"Kings County, NY"	36047	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	82
	"Kings County, NY"	36047	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	104
	"Kings County, NY"	36047	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	184
	"Kings County, NY"	36047	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	292
	"Kings County, NY"	36047	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	178
	"Kings County, NY"	36047	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	91
	"Kings County, NY"	36047	White	2106-3	2016	2016	Less than 11 pounds	1	94
	"Kings County, NY"	36047	White	2106-3	2016	2016	11 to 20 pounds	2	229
	"Kings County, NY"	36047	White	2106-3	2016	2016	21 to 30 pounds	3	322
	"Kings County, NY"	36047	White	2106-3	2016	2016	31 to 40 pounds	4	144
	"Kings County, NY"	36047	White	2106-3	2016	2016	41 to 98 pounds	5	80
	"Kings County, NY"	36047	White	2106-3	2017	2017	Less than 11 pounds	1	92
	"Kings County, NY"	36047	White	2106-3	2017	2017	11 to 20 pounds	2	292
	"Kings County, NY"	36047	White	2106-3	2017	2017	21 to 30 pounds	3	315
	"Kings County, NY"	36047	White	2106-3	2017	2017	31 to 40 pounds	4	129
	"Kings County, NY"	36047	White	2106-3	2017	2017	41 to 98 pounds	5	70
	"Kings County, NY"	36047	White	2106-3	2018	2018	Less than 11 pounds	1	92
	"Kings County, NY"	36047	White	2106-3	2018	2018	11 to 20 pounds	2	258
	"Kings County, NY"	36047	White	2106-3	2018	2018	21 to 30 pounds	3	315
	"Kings County, NY"	36047	White	2106-3	2018	2018	31 to 40 pounds	4	166
	"Kings County, NY"	36047	White	2106-3	2018	2018	41 to 98 pounds	5	77
	"Kings County, NY"	36047	White	2106-3	2019	2019	Less than 11 pounds	1	113
	"Kings County, NY"	36047	White	2106-3	2019	2019	11 to 20 pounds	2	273
	"Kings County, NY"	36047	White	2106-3	2019	2019	21 to 30 pounds	3	315
	"Kings County, NY"	36047	White	2106-3	2019	2019	31 to 40 pounds	4	140
	"Kings County, NY"	36047	White	2106-3	2019	2019	41 to 98 pounds	5	64
	"Kings County, NY"	36047	White	2106-3	2020	2020	Less than 11 pounds	1	82
	"Kings County, NY"	36047	White	2106-3	2020	2020	11 to 20 pounds	2	244
	"Kings County, NY"	36047	White	2106-3	2020	2020	21 to 30 pounds	3	310
	"Kings County, NY"	36047	White	2106-3	2020	2020	31 to 40 pounds	4	141
	"Kings County, NY"	36047	White	2106-3	2020	2020	41 to 98 pounds	5	48
	"Kings County, NY"	36047	White	2106-3	2021	2021	Less than 11 pounds	1	88
	"Kings County, NY"	36047	White	2106-3	2021	2021	11 to 20 pounds	2	257
	"Kings County, NY"	36047	White	2106-3	2021	2021	21 to 30 pounds	3	278
	"Kings County, NY"	36047	White	2106-3	2021	2021	31 to 40 pounds	4	138
	"Kings County, NY"	36047	White	2106-3	2021	2021	41 to 98 pounds	5	83
	"Monroe County, NY"	36055	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Monroe County, NY"	36055	Asian	A	2016	2016	11 to 20 pounds	2	10
	"Monroe County, NY"	36055	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Monroe County, NY"	36055	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Monroe County, NY"	36055	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Monroe County, NY"	36055	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Monroe County, NY"	36055	Asian	A	2017	2017	11 to 20 pounds	2	Suppressed
	"Monroe County, NY"	36055	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Monroe County, NY"	36055	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Monroe County, NY"	36055	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Monroe County, NY"	36055	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Monroe County, NY"	36055	Asian	A	2018	2018	11 to 20 pounds	2	Suppressed
	"Monroe County, NY"	36055	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Monroe County, NY"	36055	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Monroe County, NY"	36055	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Monroe County, NY"	36055	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Monroe County, NY"	36055	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Monroe County, NY"	36055	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Monroe County, NY"	36055	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Monroe County, NY"	36055	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Monroe County, NY"	36055	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Monroe County, NY"	36055	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Monroe County, NY"	36055	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Monroe County, NY"	36055	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Monroe County, NY"	36055	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Monroe County, NY"	36055	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Monroe County, NY"	36055	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Monroe County, NY"	36055	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Monroe County, NY"	36055	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Monroe County, NY"	36055	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Monroe County, NY"	36055	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	37
	"Monroe County, NY"	36055	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	44
	"Monroe County, NY"	36055	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	42
	"Monroe County, NY"	36055	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	32
	"Monroe County, NY"	36055	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	18
	"Monroe County, NY"	36055	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	47
	"Monroe County, NY"	36055	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	41
	"Monroe County, NY"	36055	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	42
	"Monroe County, NY"	36055	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	30
	"Monroe County, NY"	36055	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	26
	"Monroe County, NY"	36055	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	47
	"Monroe County, NY"	36055	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	44
	"Monroe County, NY"	36055	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	40
	"Monroe County, NY"	36055	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	26
	"Monroe County, NY"	36055	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	28
	"Monroe County, NY"	36055	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	50
	"Monroe County, NY"	36055	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	62
	"Monroe County, NY"	36055	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	48
	"Monroe County, NY"	36055	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	27
	"Monroe County, NY"	36055	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	19
	"Monroe County, NY"	36055	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	51
	"Monroe County, NY"	36055	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	46
	"Monroe County, NY"	36055	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	33
	"Monroe County, NY"	36055	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	24
	"Monroe County, NY"	36055	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	19
	"Monroe County, NY"	36055	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	49
	"Monroe County, NY"	36055	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	57
	"Monroe County, NY"	36055	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	48
	"Monroe County, NY"	36055	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	13
	"Monroe County, NY"	36055	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	24
	"Monroe County, NY"	36055	White	2106-3	2016	2016	Less than 11 pounds	1	22
	"Monroe County, NY"	36055	White	2106-3	2016	2016	11 to 20 pounds	2	45
	"Monroe County, NY"	36055	White	2106-3	2016	2016	21 to 30 pounds	3	50
	"Monroe County, NY"	36055	White	2106-3	2016	2016	31 to 40 pounds	4	31
	"Monroe County, NY"	36055	White	2106-3	2016	2016	41 to 98 pounds	5	32
	"Monroe County, NY"	36055	White	2106-3	2017	2017	Less than 11 pounds	1	34
	"Monroe County, NY"	36055	White	2106-3	2017	2017	11 to 20 pounds	2	58
	"Monroe County, NY"	36055	White	2106-3	2017	2017	21 to 30 pounds	3	63
	"Monroe County, NY"	36055	White	2106-3	2017	2017	31 to 40 pounds	4	53
	"Monroe County, NY"	36055	White	2106-3	2017	2017	41 to 98 pounds	5	27
	"Monroe County, NY"	36055	White	2106-3	2018	2018	Less than 11 pounds	1	32
	"Monroe County, NY"	36055	White	2106-3	2018	2018	11 to 20 pounds	2	68
	"Monroe County, NY"	36055	White	2106-3	2018	2018	21 to 30 pounds	3	64
	"Monroe County, NY"	36055	White	2106-3	2018	2018	31 to 40 pounds	4	38
	"Monroe County, NY"	36055	White	2106-3	2018	2018	41 to 98 pounds	5	22
	"Monroe County, NY"	36055	White	2106-3	2019	2019	Less than 11 pounds	1	35
	"Monroe County, NY"	36055	White	2106-3	2019	2019	11 to 20 pounds	2	48
	"Monroe County, NY"	36055	White	2106-3	2019	2019	21 to 30 pounds	3	64
	"Monroe County, NY"	36055	White	2106-3	2019	2019	31 to 40 pounds	4	47
	"Monroe County, NY"	36055	White	2106-3	2019	2019	41 to 98 pounds	5	29
	"Monroe County, NY"	36055	White	2106-3	2020	2020	Less than 11 pounds	1	29
	"Monroe County, NY"	36055	White	2106-3	2020	2020	11 to 20 pounds	2	47
	"Monroe County, NY"	36055	White	2106-3	2020	2020	21 to 30 pounds	3	63
	"Monroe County, NY"	36055	White	2106-3	2020	2020	31 to 40 pounds	4	37
	"Monroe County, NY"	36055	White	2106-3	2020	2020	41 to 98 pounds	5	23
	"Monroe County, NY"	36055	White	2106-3	2021	2021	Less than 11 pounds	1	41
	"Monroe County, NY"	36055	White	2106-3	2021	2021	11 to 20 pounds	2	57
	"Monroe County, NY"	36055	White	2106-3	2021	2021	21 to 30 pounds	3	78
	"Monroe County, NY"	36055	White	2106-3	2021	2021	31 to 40 pounds	4	38
	"Monroe County, NY"	36055	White	2106-3	2021	2021	41 to 98 pounds	5	21
	"Nassau County, NY"	36059	Asian	A	2016	2016	Less than 11 pounds	1	13
	"Nassau County, NY"	36059	Asian	A	2016	2016	11 to 20 pounds	2	38
	"Nassau County, NY"	36059	Asian	A	2016	2016	21 to 30 pounds	3	50
	"Nassau County, NY"	36059	Asian	A	2016	2016	31 to 40 pounds	4	20
	"Nassau County, NY"	36059	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Nassau County, NY"	36059	Asian	A	2017	2017	Less than 11 pounds	1	12
	"Nassau County, NY"	36059	Asian	A	2017	2017	11 to 20 pounds	2	33
	"Nassau County, NY"	36059	Asian	A	2017	2017	21 to 30 pounds	3	49
	"Nassau County, NY"	36059	Asian	A	2017	2017	31 to 40 pounds	4	25
	"Nassau County, NY"	36059	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Nassau County, NY"	36059	Asian	A	2018	2018	Less than 11 pounds	1	17
	"Nassau County, NY"	36059	Asian	A	2018	2018	11 to 20 pounds	2	38
	"Nassau County, NY"	36059	Asian	A	2018	2018	21 to 30 pounds	3	48
	"Nassau County, NY"	36059	Asian	A	2018	2018	31 to 40 pounds	4	22
	"Nassau County, NY"	36059	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Nassau County, NY"	36059	Asian	A	2019	2019	Less than 11 pounds	1	15
	"Nassau County, NY"	36059	Asian	A	2019	2019	11 to 20 pounds	2	43
	"Nassau County, NY"	36059	Asian	A	2019	2019	21 to 30 pounds	3	57
	"Nassau County, NY"	36059	Asian	A	2019	2019	31 to 40 pounds	4	28
	"Nassau County, NY"	36059	Asian	A	2019	2019	41 to 98 pounds	5	11
	"Nassau County, NY"	36059	Asian	A	2020	2020	Less than 11 pounds	1	18
	"Nassau County, NY"	36059	Asian	A	2020	2020	11 to 20 pounds	2	36
	"Nassau County, NY"	36059	Asian	A	2020	2020	21 to 30 pounds	3	49
	"Nassau County, NY"	36059	Asian	A	2020	2020	31 to 40 pounds	4	18
	"Nassau County, NY"	36059	Asian	A	2020	2020	41 to 98 pounds	5	10
	"Nassau County, NY"	36059	Asian	A	2021	2021	Less than 11 pounds	1	26
	"Nassau County, NY"	36059	Asian	A	2021	2021	11 to 20 pounds	2	59
	"Nassau County, NY"	36059	Asian	A	2021	2021	21 to 30 pounds	3	65
	"Nassau County, NY"	36059	Asian	A	2021	2021	31 to 40 pounds	4	30
	"Nassau County, NY"	36059	Asian	A	2021	2021	41 to 98 pounds	5	10
	"Nassau County, NY"	36059	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	29
	"Nassau County, NY"	36059	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	53
	"Nassau County, NY"	36059	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	52
	"Nassau County, NY"	36059	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	25
	"Nassau County, NY"	36059	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	22
	"Nassau County, NY"	36059	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	34
	"Nassau County, NY"	36059	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	39
	"Nassau County, NY"	36059	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	47
	"Nassau County, NY"	36059	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	24
	"Nassau County, NY"	36059	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	14
	"Nassau County, NY"	36059	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	27
	"Nassau County, NY"	36059	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	44
	"Nassau County, NY"	36059	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	53
	"Nassau County, NY"	36059	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	27
	"Nassau County, NY"	36059	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	14
	"Nassau County, NY"	36059	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	28
	"Nassau County, NY"	36059	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	38
	"Nassau County, NY"	36059	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	48
	"Nassau County, NY"	36059	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	25
	"Nassau County, NY"	36059	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	20
	"Nassau County, NY"	36059	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	25
	"Nassau County, NY"	36059	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	50
	"Nassau County, NY"	36059	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	51
	"Nassau County, NY"	36059	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	29
	"Nassau County, NY"	36059	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	32
	"Nassau County, NY"	36059	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	25
	"Nassau County, NY"	36059	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	46
	"Nassau County, NY"	36059	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	59
	"Nassau County, NY"	36059	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	29
	"Nassau County, NY"	36059	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	21
	"Nassau County, NY"	36059	White	2106-3	2016	2016	Less than 11 pounds	1	49
	"Nassau County, NY"	36059	White	2106-3	2016	2016	11 to 20 pounds	2	136
	"Nassau County, NY"	36059	White	2106-3	2016	2016	21 to 30 pounds	3	153
	"Nassau County, NY"	36059	White	2106-3	2016	2016	31 to 40 pounds	4	77
	"Nassau County, NY"	36059	White	2106-3	2016	2016	41 to 98 pounds	5	53
	"Nassau County, NY"	36059	White	2106-3	2017	2017	Less than 11 pounds	1	58
	"Nassau County, NY"	36059	White	2106-3	2017	2017	11 to 20 pounds	2	124
	"Nassau County, NY"	36059	White	2106-3	2017	2017	21 to 30 pounds	3	134
	"Nassau County, NY"	36059	White	2106-3	2017	2017	31 to 40 pounds	4	79
	"Nassau County, NY"	36059	White	2106-3	2017	2017	41 to 98 pounds	5	59
	"Nassau County, NY"	36059	White	2106-3	2018	2018	Less than 11 pounds	1	59
	"Nassau County, NY"	36059	White	2106-3	2018	2018	11 to 20 pounds	2	134
	"Nassau County, NY"	36059	White	2106-3	2018	2018	21 to 30 pounds	3	135
	"Nassau County, NY"	36059	White	2106-3	2018	2018	31 to 40 pounds	4	60
	"Nassau County, NY"	36059	White	2106-3	2018	2018	41 to 98 pounds	5	40
	"Nassau County, NY"	36059	White	2106-3	2019	2019	Less than 11 pounds	1	55
	"Nassau County, NY"	36059	White	2106-3	2019	2019	11 to 20 pounds	2	124
	"Nassau County, NY"	36059	White	2106-3	2019	2019	21 to 30 pounds	3	147
	"Nassau County, NY"	36059	White	2106-3	2019	2019	31 to 40 pounds	4	87
	"Nassau County, NY"	36059	White	2106-3	2019	2019	41 to 98 pounds	5	48
	"Nassau County, NY"	36059	White	2106-3	2020	2020	Less than 11 pounds	1	45
	"Nassau County, NY"	36059	White	2106-3	2020	2020	11 to 20 pounds	2	116
	"Nassau County, NY"	36059	White	2106-3	2020	2020	21 to 30 pounds	3	158
	"Nassau County, NY"	36059	White	2106-3	2020	2020	31 to 40 pounds	4	67
	"Nassau County, NY"	36059	White	2106-3	2020	2020	41 to 98 pounds	5	56
	"Nassau County, NY"	36059	White	2106-3	2021	2021	Less than 11 pounds	1	55
	"Nassau County, NY"	36059	White	2106-3	2021	2021	11 to 20 pounds	2	117
	"Nassau County, NY"	36059	White	2106-3	2021	2021	21 to 30 pounds	3	142
	"Nassau County, NY"	36059	White	2106-3	2021	2021	31 to 40 pounds	4	81
	"Nassau County, NY"	36059	White	2106-3	2021	2021	41 to 98 pounds	5	62
	"New York County, NY"	36061	Asian	A	2016	2016	Less than 11 pounds	1	14
	"New York County, NY"	36061	Asian	A	2016	2016	11 to 20 pounds	2	44
	"New York County, NY"	36061	Asian	A	2016	2016	21 to 30 pounds	3	70
	"New York County, NY"	36061	Asian	A	2016	2016	31 to 40 pounds	4	36
	"New York County, NY"	36061	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"New York County, NY"	36061	Asian	A	2017	2017	Less than 11 pounds	1	14
	"New York County, NY"	36061	Asian	A	2017	2017	11 to 20 pounds	2	44
	"New York County, NY"	36061	Asian	A	2017	2017	21 to 30 pounds	3	63
	"New York County, NY"	36061	Asian	A	2017	2017	31 to 40 pounds	4	29
	"New York County, NY"	36061	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"New York County, NY"	36061	Asian	A	2018	2018	Less than 11 pounds	1	17
	"New York County, NY"	36061	Asian	A	2018	2018	11 to 20 pounds	2	29
	"New York County, NY"	36061	Asian	A	2018	2018	21 to 30 pounds	3	70
	"New York County, NY"	36061	Asian	A	2018	2018	31 to 40 pounds	4	24
	"New York County, NY"	36061	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"New York County, NY"	36061	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"New York County, NY"	36061	Asian	A	2019	2019	11 to 20 pounds	2	31
	"New York County, NY"	36061	Asian	A	2019	2019	21 to 30 pounds	3	62
	"New York County, NY"	36061	Asian	A	2019	2019	31 to 40 pounds	4	26
	"New York County, NY"	36061	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"New York County, NY"	36061	Asian	A	2020	2020	Less than 11 pounds	1	13
	"New York County, NY"	36061	Asian	A	2020	2020	11 to 20 pounds	2	33
	"New York County, NY"	36061	Asian	A	2020	2020	21 to 30 pounds	3	49
	"New York County, NY"	36061	Asian	A	2020	2020	31 to 40 pounds	4	27
	"New York County, NY"	36061	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"New York County, NY"	36061	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"New York County, NY"	36061	Asian	A	2021	2021	11 to 20 pounds	2	36
	"New York County, NY"	36061	Asian	A	2021	2021	21 to 30 pounds	3	54
	"New York County, NY"	36061	Asian	A	2021	2021	31 to 40 pounds	4	16
	"New York County, NY"	36061	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
