Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Year	Year Code	Mother's Weight Gain Recode	Mother's Weight Gain Recode Code	Births
	"Saratoga County, NY"	36091	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	2016	2016	Less than 11 pounds	1	13
	"Saratoga County, NY"	36091	White	2106-3	2016	2016	11 to 20 pounds	2	32
	"Saratoga County, NY"	36091	White	2106-3	2016	2016	21 to 30 pounds	3	20
	"Saratoga County, NY"	36091	White	2106-3	2016	2016	31 to 40 pounds	4	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	2017	2017	Less than 11 pounds	1	10
	"Saratoga County, NY"	36091	White	2106-3	2017	2017	11 to 20 pounds	2	23
	"Saratoga County, NY"	36091	White	2106-3	2017	2017	21 to 30 pounds	3	22
	"Saratoga County, NY"	36091	White	2106-3	2017	2017	31 to 40 pounds	4	15
	"Saratoga County, NY"	36091	White	2106-3	2017	2017	41 to 98 pounds	5	10
	"Saratoga County, NY"	36091	White	2106-3	2018	2018	Less than 11 pounds	1	23
	"Saratoga County, NY"	36091	White	2106-3	2018	2018	11 to 20 pounds	2	22
	"Saratoga County, NY"	36091	White	2106-3	2018	2018	21 to 30 pounds	3	18
	"Saratoga County, NY"	36091	White	2106-3	2018	2018	31 to 40 pounds	4	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	2019	2019	Less than 11 pounds	1	17
	"Saratoga County, NY"	36091	White	2106-3	2019	2019	11 to 20 pounds	2	17
	"Saratoga County, NY"	36091	White	2106-3	2019	2019	21 to 30 pounds	3	17
	"Saratoga County, NY"	36091	White	2106-3	2019	2019	31 to 40 pounds	4	13
	"Saratoga County, NY"	36091	White	2106-3	2019	2019	41 to 98 pounds	5	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	2020	2020	Less than 11 pounds	1	17
	"Saratoga County, NY"	36091	White	2106-3	2020	2020	11 to 20 pounds	2	20
	"Saratoga County, NY"	36091	White	2106-3	2020	2020	21 to 30 pounds	3	21
	"Saratoga County, NY"	36091	White	2106-3	2020	2020	31 to 40 pounds	4	16
	"Saratoga County, NY"	36091	White	2106-3	2020	2020	41 to 98 pounds	5	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	2021	2021	Less than 11 pounds	1	16
	"Saratoga County, NY"	36091	White	2106-3	2021	2021	11 to 20 pounds	2	20
	"Saratoga County, NY"	36091	White	2106-3	2021	2021	21 to 30 pounds	3	24
	"Saratoga County, NY"	36091	White	2106-3	2021	2021	31 to 40 pounds	4	15
	"Saratoga County, NY"	36091	White	2106-3	2021	2021	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2016	2016	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2017	2017	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2018	2018	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	12
	"Schenectady County, NY"	36093	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	13
	"Schenectady County, NY"	36093	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	13
	"Schenectady County, NY"	36093	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	15
	"Schenectady County, NY"	36093	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2016	2016	Less than 11 pounds	1	13
	"Schenectady County, NY"	36093	White	2106-3	2016	2016	11 to 20 pounds	2	21
	"Schenectady County, NY"	36093	White	2106-3	2016	2016	21 to 30 pounds	3	18
	"Schenectady County, NY"	36093	White	2106-3	2016	2016	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2017	2017	Less than 11 pounds	1	11
	"Schenectady County, NY"	36093	White	2106-3	2017	2017	11 to 20 pounds	2	26
	"Schenectady County, NY"	36093	White	2106-3	2017	2017	21 to 30 pounds	3	14
	"Schenectady County, NY"	36093	White	2106-3	2017	2017	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2017	2017	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2018	2018	Less than 11 pounds	1	15
	"Schenectady County, NY"	36093	White	2106-3	2018	2018	11 to 20 pounds	2	15
	"Schenectady County, NY"	36093	White	2106-3	2018	2018	21 to 30 pounds	3	23
	"Schenectady County, NY"	36093	White	2106-3	2018	2018	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2019	2019	Less than 11 pounds	1	12
	"Schenectady County, NY"	36093	White	2106-3	2019	2019	11 to 20 pounds	2	19
	"Schenectady County, NY"	36093	White	2106-3	2019	2019	21 to 30 pounds	3	16
	"Schenectady County, NY"	36093	White	2106-3	2019	2019	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2019	2019	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2020	2020	Less than 11 pounds	1	10
	"Schenectady County, NY"	36093	White	2106-3	2020	2020	11 to 20 pounds	2	14
	"Schenectady County, NY"	36093	White	2106-3	2020	2020	21 to 30 pounds	3	13
	"Schenectady County, NY"	36093	White	2106-3	2020	2020	31 to 40 pounds	4	11
	"Schenectady County, NY"	36093	White	2106-3	2020	2020	41 to 98 pounds	5	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2021	2021	Less than 11 pounds	1	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2021	2021	11 to 20 pounds	2	15
	"Schenectady County, NY"	36093	White	2106-3	2021	2021	21 to 30 pounds	3	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2021	2021	31 to 40 pounds	4	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	2021	2021	41 to 98 pounds	5	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2016	2016	Less than 11 pounds	1	11
	"Suffolk County, NY"	36103	Asian	A	2016	2016	11 to 20 pounds	2	13
	"Suffolk County, NY"	36103	Asian	A	2016	2016	21 to 30 pounds	3	18
	"Suffolk County, NY"	36103	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2017	2017	11 to 20 pounds	2	19
	"Suffolk County, NY"	36103	Asian	A	2017	2017	21 to 30 pounds	3	10
	"Suffolk County, NY"	36103	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2018	2018	11 to 20 pounds	2	10
	"Suffolk County, NY"	36103	Asian	A	2018	2018	21 to 30 pounds	3	19
	"Suffolk County, NY"	36103	Asian	A	2018	2018	31 to 40 pounds	4	13
	"Suffolk County, NY"	36103	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2019	2019	11 to 20 pounds	2	15
	"Suffolk County, NY"	36103	Asian	A	2019	2019	21 to 30 pounds	3	26
	"Suffolk County, NY"	36103	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2020	2020	11 to 20 pounds	2	15
	"Suffolk County, NY"	36103	Asian	A	2020	2020	21 to 30 pounds	3	17
	"Suffolk County, NY"	36103	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2021	2021	11 to 20 pounds	2	13
	"Suffolk County, NY"	36103	Asian	A	2021	2021	21 to 30 pounds	3	20
	"Suffolk County, NY"	36103	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Suffolk County, NY"	36103	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Suffolk County, NY"	36103	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	18
	"Suffolk County, NY"	36103	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	31
	"Suffolk County, NY"	36103	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	29
	"Suffolk County, NY"	36103	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	20
	"Suffolk County, NY"	36103	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	20
	"Suffolk County, NY"	36103	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	24
	"Suffolk County, NY"	36103	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	26
	"Suffolk County, NY"	36103	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	29
	"Suffolk County, NY"	36103	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	21
	"Suffolk County, NY"	36103	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	10
	"Suffolk County, NY"	36103	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	21
	"Suffolk County, NY"	36103	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	45
	"Suffolk County, NY"	36103	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	35
	"Suffolk County, NY"	36103	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	15
	"Suffolk County, NY"	36103	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	16
	"Suffolk County, NY"	36103	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	22
	"Suffolk County, NY"	36103	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	42
	"Suffolk County, NY"	36103	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	36
	"Suffolk County, NY"	36103	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	14
	"Suffolk County, NY"	36103	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	12
	"Suffolk County, NY"	36103	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	36
	"Suffolk County, NY"	36103	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	24
	"Suffolk County, NY"	36103	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	39
	"Suffolk County, NY"	36103	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	21
	"Suffolk County, NY"	36103	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	16
	"Suffolk County, NY"	36103	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	20
	"Suffolk County, NY"	36103	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	36
	"Suffolk County, NY"	36103	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	28
	"Suffolk County, NY"	36103	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	27
	"Suffolk County, NY"	36103	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	23
	"Suffolk County, NY"	36103	White	2106-3	2016	2016	Less than 11 pounds	1	64
	"Suffolk County, NY"	36103	White	2106-3	2016	2016	11 to 20 pounds	2	126
	"Suffolk County, NY"	36103	White	2106-3	2016	2016	21 to 30 pounds	3	190
	"Suffolk County, NY"	36103	White	2106-3	2016	2016	31 to 40 pounds	4	102
	"Suffolk County, NY"	36103	White	2106-3	2016	2016	41 to 98 pounds	5	72
	"Suffolk County, NY"	36103	White	2106-3	2017	2017	Less than 11 pounds	1	82
	"Suffolk County, NY"	36103	White	2106-3	2017	2017	11 to 20 pounds	2	131
	"Suffolk County, NY"	36103	White	2106-3	2017	2017	21 to 30 pounds	3	175
	"Suffolk County, NY"	36103	White	2106-3	2017	2017	31 to 40 pounds	4	90
	"Suffolk County, NY"	36103	White	2106-3	2017	2017	41 to 98 pounds	5	80
	"Suffolk County, NY"	36103	White	2106-3	2018	2018	Less than 11 pounds	1	73
	"Suffolk County, NY"	36103	White	2106-3	2018	2018	11 to 20 pounds	2	142
	"Suffolk County, NY"	36103	White	2106-3	2018	2018	21 to 30 pounds	3	170
	"Suffolk County, NY"	36103	White	2106-3	2018	2018	31 to 40 pounds	4	97
	"Suffolk County, NY"	36103	White	2106-3	2018	2018	41 to 98 pounds	5	57
	"Suffolk County, NY"	36103	White	2106-3	2019	2019	Less than 11 pounds	1	88
	"Suffolk County, NY"	36103	White	2106-3	2019	2019	11 to 20 pounds	2	146
	"Suffolk County, NY"	36103	White	2106-3	2019	2019	21 to 30 pounds	3	160
	"Suffolk County, NY"	36103	White	2106-3	2019	2019	31 to 40 pounds	4	99
	"Suffolk County, NY"	36103	White	2106-3	2019	2019	41 to 98 pounds	5	61
	"Suffolk County, NY"	36103	White	2106-3	2020	2020	Less than 11 pounds	1	78
	"Suffolk County, NY"	36103	White	2106-3	2020	2020	11 to 20 pounds	2	124
	"Suffolk County, NY"	36103	White	2106-3	2020	2020	21 to 30 pounds	3	153
	"Suffolk County, NY"	36103	White	2106-3	2020	2020	31 to 40 pounds	4	86
	"Suffolk County, NY"	36103	White	2106-3	2020	2020	41 to 98 pounds	5	63
	"Suffolk County, NY"	36103	White	2106-3	2021	2021	Less than 11 pounds	1	92
	"Suffolk County, NY"	36103	White	2106-3	2021	2021	11 to 20 pounds	2	170
	"Suffolk County, NY"	36103	White	2106-3	2021	2021	21 to 30 pounds	3	175
	"Suffolk County, NY"	36103	White	2106-3	2021	2021	31 to 40 pounds	4	99
	"Suffolk County, NY"	36103	White	2106-3	2021	2021	41 to 98 pounds	5	92
	"Tompkins County, NY"	36109	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2016	2016	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2017	2017	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2018	2018	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2016	2016	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2016	2016	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2016	2016	21 to 30 pounds	3	10
	"Tompkins County, NY"	36109	White	2106-3	2016	2016	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2017	2017	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2017	2017	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2017	2017	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2017	2017	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2017	2017	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2018	2018	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2018	2018	11 to 20 pounds	2	10
	"Tompkins County, NY"	36109	White	2106-3	2018	2018	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2018	2018	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2019	2019	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2019	2019	11 to 20 pounds	2	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2019	2019	21 to 30 pounds	3	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2019	2019	31 to 40 pounds	4	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2019	2019	41 to 98 pounds	5	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2020	2020	Less than 11 pounds	1	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	2020	2020	11 to 20 pounds	2	Suppressed
