Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Mother's Hispanic Origin	Mother's Hispanic Origin Code	Year	Year Code	Births
	"Kings County, NY"	36047	White	2106-3	Hispanic or Latino	2135-2	2018	2018	91
	"Kings County, NY"	36047	White	2106-3	Hispanic or Latino	2135-2	2019	2019	89
	"Kings County, NY"	36047	White	2106-3	Hispanic or Latino	2135-2	2020	2020	77
	"Kings County, NY"	36047	White	2106-3	Hispanic or Latino	2135-2	2021	2021	69
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	174
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	170
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	164
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	154
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	153
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	149
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	Suppressed
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	10
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	17
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	11
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	11
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	65
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	72
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	69
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	90
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	71
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	81
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2016	2016	20
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2017	2017	24
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2018	2018	20
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2019	2019	17
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2020	2020	21
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2021	2021	19
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	45
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	67
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	69
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	57
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	55
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	66
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	28
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	32
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	36
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	38
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	35
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	37
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	10
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	11
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	10
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	65
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	58
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	55
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	47
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	63
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	54
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2016	2016	65
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2017	2017	75
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2018	2018	78
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2019	2019	57
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2020	2020	57
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2021	2021	47
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	86
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	74
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	56
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	80
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	67
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	84
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	31
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	22
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	37
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	31
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	32
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	28
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	19
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	27
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	15
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	22
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	26
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	27
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	66
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	79
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	82
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	66
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	65
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	61
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2016	2016	58
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2017	2017	81
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2018	2018	76
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2019	2019	66
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2020	2020	53
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2021	2021	56
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	75
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	82
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	99
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	73
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	79
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	76
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	11
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	16
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	24
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	32
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	30
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	22
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	17
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	22
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	11
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	16
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	29
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	18
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	28
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	39
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	21
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	Suppressed
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	35
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	38
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	33
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	28
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	45
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	36
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	43
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	50
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	51
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	41
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	41
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	48
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	11
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	15
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	15
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	17
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	13
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	11
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	13
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	10
