Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Mother's Hispanic Origin	Mother's Hispanic Origin Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2021	2021	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2021	2021	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2016	2016	20
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2017	2017	23
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2018	2018	27
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2019	2019	33
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	26
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2021	2021	33
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2016	2016	32
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2017	2017	45
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2018	2018	64
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2019	2019	45
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	47
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2021	2021	59
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2016	2016	25
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2017	2017	28
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2018	2018	23
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2019	2019	20
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	27
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2021	2021	25
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2021	2021	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2021	2021	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2021	2021	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	17
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2016	2016	33
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2017	2017	38
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2018	2018	40
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2019	2019	30
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	50
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2021	2021	30
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2016	2016	63
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2017	2017	71
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2018	2018	67
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2019	2019	73
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	81
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2021	2021	83
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2016	2016	49
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2017	2017	54
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2018	2018	51
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2019	2019	48
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	53
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2021	2021	53
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2018	2018	14
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	11
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2021	2021	16
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2016	2016	11
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2016	2016	22
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2017	2017	18
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2018	2018	26
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2019	2019	30
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	20
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2021	2021	20
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2016	2016	86
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2017	2017	72
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2018	2018	93
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2019	2019	82
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	85
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2021	2021	94
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2016	2016	149
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2017	2017	161
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2018	2018	155
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2019	2019	168
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	158
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2021	2021	161
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2016	2016	69
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2017	2017	81
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2018	2018	87
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2019	2019	79
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	81
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2021	2021	91
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2016	2016	18
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2017	2017	20
