Year,Table,County,Mother's Race,Number of Live Births
2016,9,Montgomery,Other Non-Hisp,11
2016,9,Greene,Total,369
2016,9,Franklin,White Only Non-Hisp,408
2016,9,Ulster,Black Only Hispanic,55
2016,9,Steuben,White Only Hispanic,60
2016,9,Cayuga,White Only Hispanic,20
2016,9,Delaware,Other Non-Hisp,11
2016,9,Schuyler,White Only Non-Hisp,161
2016,9,Ontario,Black Only Hispanic,3
2016,9,Cattaraugus,Total Non-Hispanic,745
2016,9,Erie,Black Only Non-Hisp,1844
2016,9,Otsego,Black Only Non-Hisp,1
2016,9,Livingston,Total Non-Hispanic,492
2016,9,Orleans,White Only Hispanic,18
2016,9,St Lawrence,Other Non-Hisp,41
2016,9,Franklin,Total Non-Hispanic,461
2016,9,Rensselaer,Black Only Hispanic,22
2016,9,Chemung,Total,934
2016,9,Broome,Total Non-Hispanic,1853
2016,9,Saratoga,White Only Hispanic,48
2016,9,Rest of State,Total,118263
2016,9,Wayne,Total,917
2016,9,Lewis,Other Non-Hisp,5
2016,9,Rockland,White Only Non-Hisp,3521
2016,9,Genesee,Total,577
2016,9,New York State,Total Non-Hispanic,178221
2016,9,Essex/Hamilton,Total Hispanic,3
2016,9,Nassau,Total Non-Hispanic,10325
2016,9,Saratoga,Black Only Non-Hisp,36
2016,9,New York,White Only Hispanic,2151
2016,9,Westchester,Total Hispanic,3597
2016,9,Schoharie,Total,240
2016,9,Oswego,White Only Hispanic,14
2016,9,Broome,Total,1983
2016,9,Schenectady,Black Only Hispanic,8
2016,9,Putnam,Other Non-Hisp,22
2016,9,Tompkins,Other Non-Hisp,109
2016,9,Wayne,Black Only Hispanic,2
2016,9,Sullivan,Black Only Non-Hisp,50
2016,9,Westchester,Other Non-Hisp,948
2016,9,Onondaga,White Only Hispanic,114
2016,9,Delaware,White Only Hispanic,9
2016,9,Seneca,Total Hispanic,15
2016,9,Clinton,Total Hispanic,8
2016,9,Lewis,Black Only Hispanic,0
2016,9,Orange,Black Only Non-Hisp,367
2016,9,Queens,White Only Non-Hisp,6631
2016,9,Orange,Total Hispanic,1130
2016,9,Delaware,Black Only Hispanic,4
2016,9,New York State,White Only Non-Hisp,112342
2016,9,Fulton,Total Hispanic,26
2016,9,Yates,Total Non-Hispanic,290
2016,9,Allegany,Black Only Non-Hisp,1
2016,9,Oneida,White Only Non-Hisp,1843
2016,9,Fulton,Black Only Hispanic,0
2016,9,New York City,Total Non-Hispanic,80713
2016,9,Saratoga,Total Hispanic,83
2016,9,Schuyler,White Only Hispanic,1
2016,9,Bronx,Total Non-Hispanic,8751
2016,9,Richmond,White Only Hispanic,645
2016,9,Rensselaer,Total Non-Hispanic,1562
2016,9,Lewis,Black Only Non-Hisp,2
2016,9,Delaware,Total,342
2016,9,Wayne,Other Non-Hisp,33
2016,9,Essex/Hamilton,Black Only Non-Hisp,0
2016,9,Tioga,Total,473
2016,9,Montgomery,Total Non-Hispanic,459
2016,9,Yates,Total,308
2016,9,Franklin,Black Only Non-Hisp,1
2016,9,Steuben,Total Hispanic,68
2016,9,Sullivan,Black Only Hispanic,10
2016,9,Nassau,Total,14277
2016,9,Saratoga,White Only Non-Hisp,1912
2016,9,Montgomery,White Only Hispanic,65
2016,9,Hamilton/Essex,Other Non-Hisp,7
2016,9,Richmond,Black Only Hispanic,75
2016,9,Otsego,Other Non-Hisp,19
2016,9,Westchester,White Only Non-Hisp,4243
2016,9,Kings,White Only Hispanic,3425
