Year,Table,County,Month Prenatal Care Began,Value
2018,12,Fulton,7th-9th,20
2018,12,Fulton,None,1
2018,12,Fulton,PNC Start Unk,3
2018,12,Fulton,PNC Unknown,3
2018,12,Genesee,Total,577
2018,12,Genesee,1st-3rd,465
2018,12,Genesee,4th-6th,73
2018,12,Genesee,7th-9th,19
2018,12,Genesee,None,3
2018,12,Genesee,PNC Start Unk,4
2018,12,Genesee,PNC Unknown,13
2018,12,Greene,Total,436
2018,12,Greene,1st-3rd,309
2018,12,Greene,4th-6th,88
2018,12,Greene,7th-9th,25
2018,12,Greene,None,5
2018,12,Greene,PNC Start Unk,0
2018,12,Greene,PNC Unknown,9
2018,12,Hamilton,Total,18
2018,12,Hamilton,1st-3rd,15
2018,12,Hamilton,4th-6th,3
2018,12,Hamilton,7th-9th,0
2018,12,Hamilton,None,0
2018,12,Hamilton,PNC Start Unk,0
2018,12,Hamilton,PNC Unknown,0
2018,12,Herkimer,Total,588
2018,12,Herkimer,1st-3rd,366
2018,12,Herkimer,4th-6th,190
2018,12,Herkimer,7th-9th,26
2018,12,Herkimer,None,4
2018,12,Herkimer,PNC Start Unk,0
2018,12,Herkimer,PNC Unknown,2
2018,12,Jefferson,Total,1860
2018,12,Jefferson,1st-3rd,1479
2018,12,Jefferson,4th-6th,311
2018,12,Jefferson,7th-9th,51
2018,12,Jefferson,None,10
2018,12,Jefferson,PNC Start Unk,3
2018,12,Jefferson,PNC Unknown,6
2018,12,Lewis,Total,328
2018,12,Lewis,1st-3rd,266
2018,12,Lewis,4th-6th,41
2018,12,Lewis,7th-9th,16
2018,12,Lewis,None,3
2018,12,Lewis,PNC Start Unk,0
2018,12,Lewis,PNC Unknown,2
2018,12,Livingston,Total,494
2018,12,Livingston,1st-3rd,387
2018,12,Livingston,4th-6th,67
2018,12,Livingston,7th-9th,17
2018,12,Livingston,None,3
2018,12,Livingston,PNC Start Unk,2
2018,12,Livingston,PNC Unknown,18
2018,12,Madison,Total,655
2018,12,Madison,1st-3rd,520
2018,12,Madison,4th-6th,94
2018,12,Madison,7th-9th,16
2018,12,Madison,None,7
2018,12,Madison,PNC Start Unk,1
2018,12,Madison,PNC Unknown,17
2018,12,Monroe,Total,7770
2018,12,Monroe,1st-3rd,5952
2018,12,Monroe,4th-6th,1123
2018,12,Monroe,7th-9th,278
2018,12,Monroe,None,34
2018,12,Monroe,PNC Start Unk,6
2018,12,Monroe,PNC Unknown,377
2018,12,Montgomery,Total,609
2018,12,Montgomery,1st-3rd,367
2018,12,Montgomery,4th-6th,143
2018,12,Montgomery,7th-9th,81
2018,12,Montgomery,None,8
2018,12,Montgomery,PNC Start Unk,2
2018,12,Montgomery,PNC Unknown,8
2018,12,Nassau,Total,14173
2018,12,Nassau,1st-3rd,11951
2018,12,Nassau,4th-6th,1505
2018,12,Nassau,7th-9th,341
2018,12,Nassau,None,39
2018,12,Nassau,PNC Start Unk,62
2018,12,Nassau,PNC Unknown,275
2018,12,Niagara,Total,2105
2018,12,Niagara,1st-3rd,1347
2018,12,Niagara,4th-6th,523
2018,12,Niagara,7th-9th,141
2018,12,Niagara,None,20
2018,12,Niagara,PNC Start Unk,5
2018,12,Niagara,PNC Unknown,69
2018,12,Oneida,Total,2512
2018,12,Oneida,1st-3rd,1852
2018,12,Oneida,4th-6th,538
2018,12,Oneida,7th-9th,108
2018,12,Oneida,None,6
2018,12,Oneida,PNC Start Unk,7
2018,12,Oneida,PNC Unknown,1
2018,12,Onondaga,Total,5236
2018,12,Onondaga,1st-3rd,4014
2018,12,Onondaga,4th-6th,1004
2018,12,Onondaga,7th-9th,160
2018,12,Onondaga,None,47
2018,12,Onondaga,PNC Start Unk,7
2018,12,Onondaga,PNC Unknown,4
2018,12,Ontario,Total,977
2018,12,Ontario,1st-3rd,738
2018,12,Ontario,4th-6th,166
2018,12,Ontario,7th-9th,34
2018,12,Ontario,None,3
2018,12,Ontario,PNC Start Unk,0
2018,12,Ontario,PNC Unknown,36
2018,12,Orange,Total,5072
2018,12,Orange,1st-3rd,3322
2018,12,Orange,4th-6th,1064
2018,12,Orange,7th-9th,223
2018,12,Orange,None,38
2018,12,Orange,PNC Start Unk,22
2018,12,Orange,PNC Unknown,403
2018,12,Orleans,Total,348
2018,12,Orleans,1st-3rd,283
2018,12,Orleans,4th-6th,48
2018,12,Orleans,7th-9th,9
2018,12,Orleans,None,1
2018,12,Orleans,PNC Start Unk,0
2018,12,Orleans,PNC Unknown,7
2018,12,Oswego,Total,1210
2018,12,Oswego,1st-3rd,894
2018,12,Oswego,4th-6th,251
2018,12,Oswego,7th-9th,41
2018,12,Oswego,None,11
2018,12,Oswego,PNC Start Unk,4
2018,12,Oswego,PNC Unknown,9
2018,12,Otsego,Total,501
2018,12,Otsego,1st-3rd,285
2018,12,Otsego,4th-6th,171
2018,12,Otsego,7th-9th,19
2018,12,Otsego,None,6
2018,12,Otsego,PNC Start Unk,2
2018,12,Otsego,PNC Unknown,18
2018,12,Putnam,Total,844
2018,12,Putnam,1st-3rd,729
2018,12,Putnam,4th-6th,92
2018,12,Putnam,7th-9th,19
2018,12,Putnam,None,2
2018,12,Putnam,PNC Start Unk,2
2018,12,Putnam,PNC Unknown,0
2018,12,Rensselaer,Total,1587
2018,12,Rensselaer,1st-3rd,1250
2018,12,Rensselaer,4th-6th,257
2018,12,Rensselaer,7th-9th,42
2018,12,Rensselaer,None,13
2018,12,Rensselaer,PNC Start Unk,3
2018,12,Rensselaer,PNC Unknown,22
2018,12,Rockland,Total,5725
2018,12,Rockland,1st-3rd,3815
2018,12,Rockland,4th-6th,1046
2018,12,Rockland,7th-9th,166
2018,12,Rockland,None,14
2018,12,Rockland,PNC Start Unk,20
2018,12,Rockland,PNC Unknown,664
2018,12,St Lawrence,Total,1096
2018,12,St Lawrence,1st-3rd,800
2018,12,St Lawrence,4th-6th,162
2018,12,St Lawrence,7th-9th,40
2018,12,St Lawrence,None,19
2018,12,St Lawrence,PNC Start Unk,22
2018,12,St Lawrence,PNC Unknown,53
2018,12,Saratoga,Total,2025
2018,12,Saratoga,1st-3rd,1584
2018,12,Saratoga,4th-6th,346
2018,12,Saratoga,7th-9th,62
2018,12,Saratoga,None,9
2018,12,Saratoga,PNC Start Unk,4
2018,12,Saratoga,PNC Unknown,20
2018,12,Schenectady,Total,1768
2018,12,Schenectady,1st-3rd,1348
2018,12,Schenectady,4th-6th,283
2018,12,Schenectady,7th-9th,72
2018,12,Schenectady,None,19
2018,12,Schenectady,PNC Start Unk,7
2018,12,Schenectady,PNC Unknown,39
2018,12,Schoharie,Total,285
2018,12,Schoharie,1st-3rd,214
2018,12,Schoharie,4th-6th,50
2018,12,Schoharie,7th-9th,11
2018,12,Schoharie,None,1
2018,12,Schoharie,PNC Start Unk,0
2018,12,Schoharie,PNC Unknown,9
2018,12,Schuyler,Total,176
2018,12,Schuyler,1st-3rd,125
2018,12,Schuyler,4th-6th,46
2018,12,Schuyler,7th-9th,5
2018,12,Schuyler,None,0
2018,12,Schuyler,PNC Start Unk,0
2018,12,Schuyler,PNC Unknown,0
2018,12,Seneca,Total,402
2018,12,Seneca,1st-3rd,244
2018,12,Seneca,4th-6th,123
2018,12,Seneca,7th-9th,26
2018,12,Seneca,None,1
2018,12,Seneca,PNC Start Unk,0
2018,12,Seneca,PNC Unknown,8
2018,12,Steuben,Total,1038
2018,12,Steuben,1st-3rd,696
2018,12,Steuben,4th-6th,257
2018,12,Steuben,7th-9th,54
2018,12,Steuben,None,9
2018,12,Steuben,PNC Start Unk,9
2018,12,Steuben,PNC Unknown,13
2018,12,Suffolk,Total,15241
2018,12,Suffolk,1st-3rd,11962
2018,12,Suffolk,4th-6th,2186
2018,12,Suffolk,7th-9th,490
2018,12,Suffolk,None,81
2018,12,Suffolk,PNC Start Unk,56
2018,12,Suffolk,PNC Unknown,466
2018,12,Sullivan,Total,853
2018,12,Sullivan,1st-3rd,575
2018,12,Sullivan,4th-6th,230
2018,12,Sullivan,7th-9th,32
2018,12,Sullivan,None,4
2018,12,Sullivan,PNC Start Unk,1
2018,12,Sullivan,PNC Unknown,11
2018,12,Tioga,Total,435
2018,12,Tioga,1st-3rd,329
2018,12,Tioga,4th-6th,83
2018,12,Tioga,7th-9th,16
2018,12,Tioga,None,3
2018,12,Tioga,PNC Start Unk,2
2018,12,Tioga,PNC Unknown,2
2018,12,Tompkins,Total,728
2018,12,Tompkins,1st-3rd,557
2018,12,Tompkins,4th-6th,139
2018,12,Tompkins,7th-9th,20
2018,12,Tompkins,None,1
2018,12,Tompkins,PNC Start Unk,3
2018,12,Tompkins,PNC Unknown,8
2018,12,Ulster,Total,1546
2018,12,Ulster,1st-3rd,1143
2018,12,Ulster,4th-6th,323
2018,12,Ulster,7th-9th,54
2018,12,Ulster,None,13
2018,12,Ulster,PNC Start Unk,2
2018,12,Ulster,PNC Unknown,11
2018,12,Warren,Total,544
2018,12,Warren,1st-3rd,434
2018,12,Warren,4th-6th,81
2018,12,Warren,7th-9th,18
2018,12,Warren,None,0
2018,12,Warren,PNC Start Unk,6
2018,12,Warren,PNC Unknown,5
2018,12,Washington,Total,551
2018,12,Washington,1st-3rd,438
2018,12,Washington,4th-6th,85
2018,12,Washington,7th-9th,15
2018,12,Washington,None,4
2018,12,Washington,PNC Start Unk,1
2018,12,Washington,PNC Unknown,8
2018,12,Wayne,Total,990
2018,12,Wayne,1st-3rd,643
2018,12,Wayne,4th-6th,268
2018,12,Wayne,7th-9th,47
2018,12,Wayne,None,6
2018,12,Wayne,PNC Start Unk,2
2018,12,Wayne,PNC Unknown,24
2018,12,Westchester,Total,10112
2018,12,Westchester,1st-3rd,8187
2018,12,Westchester,4th-6th,1396
2018,12,Westchester,7th-9th,359
2018,12,Westchester,None,33
2018,12,Westchester,PNC Start Unk,38
2018,12,Westchester,PNC Unknown,99
2018,12,Wyoming,Total,380
2018,12,Wyoming,1st-3rd,316
2018,12,Wyoming,4th-6th,43
2018,12,Wyoming,7th-9th,7
2018,12,Wyoming,None,2
2018,12,Wyoming,PNC Start Unk,0
2018,12,Wyoming,PNC Unknown,12
2018,12,Yates,Total,342
2018,12,Yates,1st-3rd,171
2018,12,Yates,4th-6th,148
2018,12,Yates,7th-9th,14
2018,12,Yates,None,3
2018,12,Yates,PNC Start Unk,1
2018,12,Yates,PNC Unknown,5
2019,12,New York State,Total,220536
2019,12,New York State,1st-3rd,166733
2019,12,New York State,4th-6th,36445
2019,12,New York State,7th-9th,10288
2019,12,New York State,None,1630
2019,12,New York State,PNC Start Unk,2367
2019,12,New York State,PNC Unknown,3073
2019,12,New York City,Total,104294
2019,12,New York City,1st-3rd,77377
2019,12,New York City,4th-6th,17578
2019,12,New York City,7th-9th,6203
2019,12,New York City,None,891
2019,12,New York City,PNC Start Unk,2015
2019,12,New York City,PNC Unknown,230
2019,12,Bronx,Total,18963
2019,12,Bronx,1st-3rd,11272
2019,12,Bronx,4th-6th,4832
2019,12,Bronx,7th-9th,2072
2019,12,Bronx,None,250
2019,12,Bronx,PNC Start Unk,517
2019,12,Bronx,PNC Unknown,20
2019,12,Kings,Total,37031
2019,12,Kings,1st-3rd,28509
2019,12,Kings,4th-6th,5852
2019,12,Kings,7th-9th,1693
2019,12,Kings,None,240
2019,12,Kings,PNC Start Unk,704
2019,12,Kings,PNC Unknown,33
2019,12,New York,Total,16257
2019,12,New York,1st-3rd,12843
2019,12,New York,4th-6th,2092
2019,12,New York,7th-9th,743
2019,12,New York,None,90
2019,12,New York,PNC Start Unk,485
2019,12,New York,PNC Unknown,4
2019,12,Queens,Total,26850
2019,12,Queens,1st-3rd,20232
2019,12,Queens,4th-6th,4263
2019,12,Queens,7th-9th,1616
2019,12,Queens,None,284
2019,12,Queens,PNC Start Unk,282
2019,12,Queens,PNC Unknown,173
2019,12,Richmond,Total,5193
2019,12,Richmond,1st-3rd,4521
2019,12,Richmond,4th-6th,539
2019,12,Richmond,7th-9th,79
2019,12,Richmond,None,27
2019,12,Richmond,PNC Start Unk,27
2019,12,Richmond,PNC Unknown,0
2019,12,Rest of State,Total,116242
2019,12,Rest of State,1st-3rd,89356
2019,12,Rest of State,4th-6th,18867
2019,12,Rest of State,7th-9th,4085
2019,12,Rest of State,None,739
2019,12,Rest of State,PNC Start Unk,352
2019,12,Rest of State,PNC Unknown,2843
2019,12,Albany,Total,2979
2019,12,Albany,1st-3rd,2238
2019,12,Albany,4th-6th,494
2019,12,Albany,7th-9th,132
2019,12,Albany,None,37
2019,12,Albany,PNC Start Unk,7
2019,12,Albany,PNC Unknown,71
2019,12,Allegany,Total,480
2019,12,Allegany,1st-3rd,328
2019,12,Allegany,4th-6th,69
2019,12,Allegany,7th-9th,44
2019,12,Allegany,None,7
2019,12,Allegany,PNC Start Unk,0
2019,12,Allegany,PNC Unknown,32
2019,12,Broome,Total,1950
2019,12,Broome,1st-3rd,1384
2019,12,Broome,4th-6th,454
2019,12,Broome,7th-9th,89
2019,12,Broome,None,17
2019,12,Broome,PNC Start Unk,2
2019,12,Broome,PNC Unknown,4
2019,12,Cattaraugus,Total,825
2019,12,Cattaraugus,1st-3rd,528
2019,12,Cattaraugus,4th-6th,154
2019,12,Cattaraugus,7th-9th,32
2019,12,Cattaraugus,None,9
2019,12,Cattaraugus,PNC Start Unk,1
2019,12,Cattaraugus,PNC Unknown,101
2019,12,Cayuga,Total,752
2019,12,Cayuga,1st-3rd,571
2019,12,Cayuga,4th-6th,152
2019,12,Cayuga,7th-9th,20
2019,12,Cayuga,None,1
2019,12,Cayuga,PNC Start Unk,2
2019,12,Cayuga,PNC Unknown,6
2019,12,Chautauqua,Total,1342
2019,12,Chautauqua,1st-3rd,837
2019,12,Chautauqua,4th-6th,307
2019,12,Chautauqua,7th-9th,73
2019,12,Chautauqua,None,24
2019,12,Chautauqua,PNC Start Unk,8
2019,12,Chautauqua,PNC Unknown,93
2019,12,Chemung,Total,894
2019,12,Chemung,1st-3rd,716
2019,12,Chemung,4th-6th,150
2019,12,Chemung,7th-9th,12
2019,12,Chemung,None,4
2019,12,Chemung,PNC Start Unk,4
2019,12,Chemung,PNC Unknown,8
2019,12,Chenango,Total,471
2019,12,Chenango,1st-3rd,335
2019,12,Chenango,4th-6th,113
2019,12,Chenango,7th-9th,9
2019,12,Chenango,None,5
2019,12,Chenango,PNC Start Unk,0
2019,12,Chenango,PNC Unknown,9
2019,12,Clinton,Total,722
2019,12,Clinton,1st-3rd,561
2019,12,Clinton,4th-6th,98
2019,12,Clinton,7th-9th,31
2019,12,Clinton,None,29
2019,12,Clinton,PNC Start Unk,2
2019,12,Clinton,PNC Unknown,1
2019,12,Columbia,Total,479
2019,12,Columbia,1st-3rd,365
2019,12,Columbia,4th-6th,75
2019,12,Columbia,7th-9th,19
2019,12,Columbia,None,3
2019,12,Columbia,PNC Start Unk,9
2019,12,Columbia,PNC Unknown,8
2019,12,Cortland,Total,451
2019,12,Cortland,1st-3rd,349
2019,12,Cortland,4th-6th,78
2019,12,Cortland,7th-9th,7
2019,12,Cortland,None,4
2019,12,Cortland,PNC Start Unk,0
2019,12,Cortland,PNC Unknown,13
2019,12,Delaware,Total,349
2019,12,Delaware,1st-3rd,205
2019,12,Delaware,4th-6th,123
2019,12,Delaware,7th-9th,15
2019,12,Delaware,None,3
2019,12,Delaware,PNC Start Unk,1
2019,12,Delaware,PNC Unknown,2
2019,12,Dutchess,Total,2699
2019,12,Dutchess,1st-3rd,2257
2019,12,Dutchess,4th-6th,325
2019,12,Dutchess,7th-9th,79
2019,12,Dutchess,None,16
2019,12,Dutchess,PNC Start Unk,11
2019,12,Dutchess,PNC Unknown,11
2019,12,Erie,Total,9679
2019,12,Erie,1st-3rd,7370
2019,12,Erie,4th-6th,1357
2019,12,Erie,7th-9th,297
2019,12,Erie,None,56
2019,12,Erie,PNC Start Unk,6
2019,12,Erie,PNC Unknown,593
2019,12,Essex,Total,314
2019,12,Essex,1st-3rd,231
2019,12,Essex,4th-6th,59
2019,12,Essex,7th-9th,19
2019,12,Essex,None,2
2019,12,Essex,PNC Start Unk,1
2019,12,Essex,PNC Unknown,2
2019,12,Franklin,Total,411
2019,12,Franklin,1st-3rd,292
2019,12,Franklin,4th-6th,90
2019,12,Franklin,7th-9th,19
2019,12,Franklin,None,6
2019,12,Franklin,PNC Start Unk,1
2019,12,Franklin,PNC Unknown,3
2019,12,Fulton,Total,510
2019,12,Fulton,1st-3rd,406
2019,12,Fulton,4th-6th,81
2019,12,Fulton,7th-9th,13
2019,12,Fulton,None,3
2019,12,Fulton,PNC Start Unk,2
2019,12,Fulton,PNC Unknown,5
2019,12,Genesee,Total,555
2019,12,Genesee,1st-3rd,449
2019,12,Genesee,4th-6th,57
2019,12,Genesee,7th-9th,13
2019,12,Genesee,None,5
2019,12,Genesee,PNC Start Unk,3
2019,12,Genesee,PNC Unknown,28
2019,12,Greene,Total,360
2019,12,Greene,1st-3rd,249
2019,12,Greene,4th-6th,82
2019,12,Greene,7th-9th,15
2019,12,Greene,None,5
2019,12,Greene,PNC Start Unk,3
2019,12,Greene,PNC Unknown,6
2019,12,Hamilton,Total,29
2019,12,Hamilton,1st-3rd,28
2019,12,Hamilton,4th-6th,1
2019,12,Hamilton,7th-9th,0
2019,12,Hamilton,None,0
2019,12,Hamilton,PNC Start Unk,0
2019,12,Hamilton,PNC Unknown,0
2019,12,Herkimer,Total,626
2019,12,Herkimer,1st-3rd,398
2019,12,Herkimer,4th-6th,176
2019,12,Herkimer,7th-9th,35
2019,12,Herkimer,None,5
2019,12,Herkimer,PNC Start Unk,2
2019,12,Herkimer,PNC Unknown,10
2019,12,Jefferson,Total,1802
2019,12,Jefferson,1st-3rd,1361
2019,12,Jefferson,4th-6th,367
2019,12,Jefferson,7th-9th,51
2019,12,Jefferson,None,10
2019,12,Jefferson,PNC Start Unk,5
2019,12,Jefferson,PNC Unknown,8
2019,12,Lewis,Total,300
2019,12,Lewis,1st-3rd,211
2019,12,Lewis,4th-6th,58
2019,12,Lewis,7th-9th,24
2019,12,Lewis,None,4
2019,12,Lewis,PNC Start Unk,3
2019,12,Lewis,PNC Unknown,0
2019,12,Livingston,Total,551
2019,12,Livingston,1st-3rd,422
2019,12,Livingston,4th-6th,90
2019,12,Livingston,7th-9th,20
2019,12,Livingston,None,2
2019,12,Livingston,PNC Start Unk,1
2019,12,Livingston,PNC Unknown,16
2019,12,Madison,Total,626
2019,12,Madison,1st-3rd,501
2019,12,Madison,4th-6th,80
2019,12,Madison,7th-9th,21
2019,12,Madison,None,4
2019,12,Madison,PNC Start Unk,3
2019,12,Madison,PNC Unknown,17
2019,12,Monroe,Total,7913
2019,12,Monroe,1st-3rd,6009
2019,12,Monroe,4th-6th,1172
2019,12,Monroe,7th-9th,242
2019,12,Monroe,None,48
2019,12,Monroe,PNC Start Unk,6
2019,12,Monroe,PNC Unknown,436
2019,12,Montgomery,Total,585
2019,12,Montgomery,1st-3rd,387
2019,12,Montgomery,4th-6th,107
2019,12,Montgomery,7th-9th,76
2019,12,Montgomery,None,5
2019,12,Montgomery,PNC Start Unk,2
2019,12,Montgomery,PNC Unknown,8
2019,12,Nassau,Total,13877
2019,12,Nassau,1st-3rd,11743
2019,12,Nassau,4th-6th,1379
2019,12,Nassau,7th-9th,309
2019,12,Nassau,None,45
2019,12,Nassau,PNC Start Unk,61
2019,12,Nassau,PNC Unknown,340
2019,12,Niagara,Total,2069
2019,12,Niagara,1st-3rd,1558
2019,12,Niagara,4th-6th,333
2019,12,Niagara,7th-9th,87
2019,12,Niagara,None,17
2019,12,Niagara,PNC Start Unk,2
2019,12,Niagara,PNC Unknown,72
2019,12,Oneida,Total,2501
2019,12,Oneida,1st-3rd,1754
2019,12,Oneida,4th-6th,571
2019,12,Oneida,7th-9th,142
2019,12,Oneida,None,27
2019,12,Oneida,PNC Start Unk,4
2019,12,Oneida,PNC Unknown,3
2019,12,Onondaga,Total,5053
2019,12,Onondaga,1st-3rd,3968
2019,12,Onondaga,4th-6th,903
2019,12,Onondaga,7th-9th,144
2019,12,Onondaga,None,29
2019,12,Onondaga,PNC Start Unk,5
2019,12,Onondaga,PNC Unknown,4
2019,12,Ontario,Total,970
2019,12,Ontario,1st-3rd,752
2019,12,Ontario,4th-6th,161
2019,12,Ontario,7th-9th,28
2019,12,Ontario,None,1
2019,12,Ontario,PNC Start Unk,0
2019,12,Ontario,PNC Unknown,28
2019,12,Orange,Total,5192
2019,12,Orange,1st-3rd,3697
2019,12,Orange,4th-6th,1180
2019,12,Orange,7th-9th,245
2019,12,Orange,None,32
2019,12,Orange,PNC Start Unk,13
2019,12,Orange,PNC Unknown,25
2019,12,Orleans,Total,423
2019,12,Orleans,1st-3rd,319
2019,12,Orleans,4th-6th,64
2019,12,Orleans,7th-9th,14
2019,12,Orleans,None,7
2019,12,Orleans,PNC Start Unk,3
2019,12,Orleans,PNC Unknown,16
2019,12,Oswego,Total,1234
2019,12,Oswego,1st-3rd,977
2019,12,Oswego,4th-6th,198
2019,12,Oswego,7th-9th,22
2019,12,Oswego,None,19
2019,12,Oswego,PNC Start Unk,4
2019,12,Oswego,PNC Unknown,14
2019,12,Otsego,Total,441
2019,12,Otsego,1st-3rd,263
2019,12,Otsego,4th-6th,136
2019,12,Otsego,7th-9th,14
2019,12,Otsego,None,5
2019,12,Otsego,PNC Start Unk,0
2019,12,Otsego,PNC Unknown,23
2019,12,Putnam,Total,797
2019,12,Putnam,1st-3rd,686
2019,12,Putnam,4th-6th,90
2019,12,Putnam,7th-9th,16
2019,12,Putnam,None,2
2019,12,Putnam,PNC Start Unk,0
2019,12,Putnam,PNC Unknown,3
2019,12,Rensselaer,Total,1606
2019,12,Rensselaer,1st-3rd,1278
2019,12,Rensselaer,4th-6th,228
2019,12,Rensselaer,7th-9th,54
2019,12,Rensselaer,None,14
2019,12,Rensselaer,PNC Start Unk,1
2019,12,Rensselaer,PNC Unknown,31
2019,12,Rockland,Total,5721
2019,12,Rockland,1st-3rd,4285
2019,12,Rockland,4th-6th,1159
2019,12,Rockland,7th-9th,200
2019,12,Rockland,None,22
2019,12,Rockland,PNC Start Unk,21
2019,12,Rockland,PNC Unknown,34
2019,12,St Lawrence,Total,999
2019,12,St Lawrence,1st-3rd,729
2019,12,St Lawrence,4th-6th,152
2019,12,St Lawrence,7th-9th,52
2019,12,St Lawrence,None,19
2019,12,St Lawrence,PNC Start Unk,13
2019,12,St Lawrence,PNC Unknown,34
2019,12,Saratoga,Total,2052
2019,12,Saratoga,1st-3rd,1579
2019,12,Saratoga,4th-6th,365
2019,12,Saratoga,7th-9th,56
2019,12,Saratoga,None,11
2019,12,Saratoga,PNC Start Unk,5
2019,12,Saratoga,PNC Unknown,36
2019,12,Schenectady,Total,1721
2019,12,Schenectady,1st-3rd,1267
2019,12,Schenectady,4th-6th,285
2019,12,Schenectady,7th-9th,81
2019,12,Schenectady,None,12
2019,12,Schenectady,PNC Start Unk,12
2019,12,Schenectady,PNC Unknown,64
2019,12,Schoharie,Total,246
2019,12,Schoharie,1st-3rd,181
2019,12,Schoharie,4th-6th,49
2019,12,Schoharie,7th-9th,9
2019,12,Schoharie,None,0
2019,12,Schoharie,PNC Start Unk,0
2019,12,Schoharie,PNC Unknown,7
2019,12,Schuyler,Total,166
2019,12,Schuyler,1st-3rd,125
2019,12,Schuyler,4th-6th,29
2019,12,Schuyler,7th-9th,6
2019,12,Schuyler,None,0
2019,12,Schuyler,PNC Start Unk,2
2019,12,Schuyler,PNC Unknown,4
2019,12,Seneca,Total,363
2019,12,Seneca,1st-3rd,225
2019,12,Seneca,4th-6th,110
2019,12,Seneca,7th-9th,16
2019,12,Seneca,None,1
2019,12,Seneca,PNC Start Unk,1
2019,12,Seneca,PNC Unknown,10
2019,12,Steuben,Total,1036
2019,12,Steuben,1st-3rd,626
2019,12,Steuben,4th-6th,303
2019,12,Steuben,7th-9th,80
2019,12,Steuben,None,10
2019,12,Steuben,PNC Start Unk,4
2019,12,Steuben,PNC Unknown,13
2019,12,Suffolk,Total,15001
2019,12,Suffolk,1st-3rd,11880
2019,12,Suffolk,4th-6th,2046
2019,12,Suffolk,7th-9th,538
2019,12,Suffolk,None,71
2019,12,Suffolk,PNC Start Unk,53
2019,12,Suffolk,PNC Unknown,413
2019,12,Sullivan,Total,877
2019,12,Sullivan,1st-3rd,583
2019,12,Sullivan,4th-6th,246
2019,12,Sullivan,7th-9th,35
2019,12,Sullivan,None,7
2019,12,Sullivan,PNC Start Unk,2
2019,12,Sullivan,PNC Unknown,4
2019,12,Tioga,Total,474
2019,12,Tioga,1st-3rd,367
2019,12,Tioga,4th-6th,83
2019,12,Tioga,7th-9th,19
2019,12,Tioga,None,2
2019,12,Tioga,PNC Start Unk,1
2019,12,Tioga,PNC Unknown,2
2019,12,Tompkins,Total,701
2019,12,Tompkins,1st-3rd,561
2019,12,Tompkins,4th-6th,111
2019,12,Tompkins,7th-9th,19
2019,12,Tompkins,None,4
2019,12,Tompkins,PNC Start Unk,1
2019,12,Tompkins,PNC Unknown,5
2019,12,Ulster,Total,1520
2019,12,Ulster,1st-3rd,1069
2019,12,Ulster,4th-6th,360
2019,12,Ulster,7th-9th,62
2019,12,Ulster,None,12
2019,12,Ulster,PNC Start Unk,5
2019,12,Ulster,PNC Unknown,12
2019,12,Warren,Total,533
2019,12,Warren,1st-3rd,429
2019,12,Warren,4th-6th,75
2019,12,Warren,7th-9th,13
2019,12,Warren,None,1
2019,12,Warren,PNC Start Unk,0
2019,12,Warren,PNC Unknown,15
2019,12,Washington,Total,558
2019,12,Washington,1st-3rd,441
2019,12,Washington,4th-6th,77
2019,12,Washington,7th-9th,16
2019,12,Washington,None,3
2019,12,Washington,PNC Start Unk,3
2019,12,Washington,PNC Unknown,18
2019,12,Wayne,Total,887
2019,12,Wayne,1st-3rd,567
2019,12,Wayne,4th-6th,262
2019,12,Wayne,7th-9th,34
2019,12,Wayne,None,3
2019,12,Wayne,PNC Start Unk,2
2019,12,Wayne,PNC Unknown,19
2019,12,Westchester,Total,9906
2019,12,Westchester,1st-3rd,8024
2019,12,Westchester,4th-6th,1373
2019,12,Westchester,7th-9th,339
2019,12,Westchester,None,46
2019,12,Westchester,PNC Start Unk,46
2019,12,Westchester,PNC Unknown,78
2019,12,Wyoming,Total,356
2019,12,Wyoming,1st-3rd,281
2019,12,Wyoming,4th-6th,49
2019,12,Wyoming,7th-9th,5
2019,12,Wyoming,None,2
2019,12,Wyoming,PNC Start Unk,0
2019,12,Wyoming,PNC Unknown,19
2019,12,Yates,Total,308
2019,12,Yates,1st-3rd,154
2019,12,Yates,4th-6th,121
2019,12,Yates,7th-9th,23
2013,12,New York,None,120
2013,12,Chemung,1st-3rd,749
2013,12,Chautauqua,7th-9th,71
2013,12,Chemung,Total,938
2013,12,Putnam,7th-9th,14
2019,12,Yates,None,1
2013,12,Wyoming,7th-9th,12
2013,12,Genesee,Total,569
2013,12,Saratoga,PNC Start Unk,7
2013,12,Rensselaer,1st-3rd,1268
2013,12,Tioga,PNC Start Unk,12
2013,12,Ontario,Total,1028
2013,12,Suffolk,1st-3rd,11965
2013,12,Niagara,7th-9th,112
2019,12,Yates,PNC Start Unk,3
2013,12,Oswego,Total,1329
2013,12,Washington,None,3
2013,12,Suffolk,None,59
2013,12,Greene,None,0
2013,12,Oswego,PNC Unknown,8
2013,12,Dutchess,Total,2594
2013,12,Schoharie,PNC Unknown,4
2013,12,Allegany,None,2
2019,12,Yates,PNC Unknown,6
2013,12,Steuben,7th-9th,68
2013,12,Ontario,PNC Unknown,35
2013,12,Hamilton,1st-3rd,19
2013,12,Greene,Total,418
2013,12,Washington,Total,612
2013,12,Orleans,Total,414
2013,12,Westchester,Total,10557
2013,12,Rockland,1st-3rd,3066
