Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Mother's Hispanic Origin	Mother's Hispanic Origin Code	Year	Year Code	Births
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	16409
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	16619
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	16565
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	16479
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	15798
	"Kings County, NY"	36047	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	15708
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2016	2016	26
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2017	2017	25
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2018	2018	11
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Monroe County, NY"	36055	Asian	A	Hispanic or Latino	2135-2	2021	2021	15
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	448
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	402
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	367
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	376
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	323
	"Monroe County, NY"	36055	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	365
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	165
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	187
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	165
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	181
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	209
	"Monroe County, NY"	36055	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	214
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	1589
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	1666
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	1593
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	1663
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	1587
	"Monroe County, NY"	36055	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	1536
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2016	2016	661
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2017	2017	720
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2018	2018	719
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2019	2019	734
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2020	2020	747
	"Monroe County, NY"	36055	White	2106-3	Hispanic or Latino	2135-2	2021	2021	733
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	4512
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	4317
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	4347
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	4379
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	4094
	"Monroe County, NY"	36055	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	4289
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2016	2016	45
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2017	2017	52
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2018	2018	20
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2019	2019	38
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2020	2020	31
	"Nassau County, NY"	36059	Asian	A	Hispanic or Latino	2135-2	2021	2021	43
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	1745
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	1756
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	1869
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	1909
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	1846
	"Nassau County, NY"	36059	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	1970
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	210
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	208
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	279
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	327
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	340
	"Nassau County, NY"	36059	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	464
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	1626
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	1514
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	1503
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	1491
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	1400
	"Nassau County, NY"	36059	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	1397
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2016	2016	3518
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2017	2017	3409
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2018	2018	3264
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2019	2019	3000
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2020	2020	2891
	"Nassau County, NY"	36059	White	2106-3	Hispanic or Latino	2135-2	2021	2021	2853
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	6314
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	6388
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	6340
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	6224
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	6075
	"Nassau County, NY"	36059	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	6645
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2016	2016	244
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2017	2017	251
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2018	2018	33
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2019	2019	35
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2020	2020	32
	"New York County, NY"	36061	Asian	A	Hispanic or Latino	2135-2	2021	2021	42
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	2604
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	2465
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	2324
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	2342
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	1954
	"New York County, NY"	36061	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	1838
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	961
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	763
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	703
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	794
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	869
	"New York County, NY"	36061	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	1110
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	1766
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	1872
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	1853
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	1803
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	1666
	"New York County, NY"	36061	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	1622
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2016	2016	2946
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2017	2017	3006
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2018	2018	3048
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2019	2019	2864
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2020	2020	2347
	"New York County, NY"	36061	White	2106-3	Hispanic or Latino	2135-2	2021	2021	2312
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	6726
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	7619
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	7583
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	7543
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	6694
	"New York County, NY"	36061	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	5988
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Niagara County, NY"	36063	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	27
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	27
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	41
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	22
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	37
	"Niagara County, NY"	36063	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	28
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	20
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	21
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	16
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	21
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	20
	"Niagara County, NY"	36063	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	25
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	191
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	234
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	199
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	216
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	206
	"Niagara County, NY"	36063	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	184
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2016	2016	57
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2017	2017	74
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2018	2018	77
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2019	2019	66
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2020	2020	75
	"Niagara County, NY"	36063	White	2106-3	Hispanic or Latino	2135-2	2021	2021	59
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	1627
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	1560
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	1547
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	1553
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	1421
	"Niagara County, NY"	36063	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	1478
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2016	2016	18
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2018	2018	15
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2020	2020	10
	"Oneida County, NY"	36065	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	158
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	160
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	158
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	143
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	161
	"Oneida County, NY"	36065	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	139
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	26
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	29
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	24
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	30
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	47
	"Oneida County, NY"	36065	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	38
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	206
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	230
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	216
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	213
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	235
	"Oneida County, NY"	36065	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	234
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2016	2016	135
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2017	2017	154
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2018	2018	152
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2019	2019	169
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2020	2020	164
	"Oneida County, NY"	36065	White	2106-3	Hispanic or Latino	2135-2	2021	2021	153
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	1766
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	1758
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	1743
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	1753
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	1580
	"Oneida County, NY"	36065	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	1702
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2016	2016	10
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2017	2017	10
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	296
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	298
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	242
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	272
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	258
	"Onondaga County, NY"	36067	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	269
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	78
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	69
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	91
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	96
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	99
	"Onondaga County, NY"	36067	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	104
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	830
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	874
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	890
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	883
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	902
	"Onondaga County, NY"	36067	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	852
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2016	2016	218
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2017	2017	246
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2018	2018	274
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2019	2019	253
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2020	2020	236
	"Onondaga County, NY"	36067	White	2106-3	Hispanic or Latino	2135-2	2021	2021	196
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	3284
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	3072
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	3261
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	3067
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	2907
	"Onondaga County, NY"	36067	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	2971
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2018	2018	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Ontario County, NY"	36069	Asian	A	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	25
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	16
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	17
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	12
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	20
	"Ontario County, NY"	36069	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	14
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	12
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	Suppressed
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	20
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	16
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	24
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	24
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	24
	"Ontario County, NY"	36069	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	24
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2016	2016	61
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2017	2017	76
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2018	2018	51
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2019	2019	86
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2020	2020	61
	"Ontario County, NY"	36069	White	2106-3	Hispanic or Latino	2135-2	2021	2021	86
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	816
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	793
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	787
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	770
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	777
	"Ontario County, NY"	36069	White	2106-3	Not Hispanic or Latino	2186-5	2021	2021	797
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2016	2016	40
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2017	2017	45
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2018	2018	11
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2019	2019	18
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2020	2020	16
	"Orange County, NY"	36071	Asian	A	Hispanic or Latino	2135-2	2021	2021	15
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2016	2016	95
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2017	2017	103
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2018	2018	131
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2019	2019	108
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2020	2020	116
	"Orange County, NY"	36071	Asian	A	Not Hispanic or Latino	2186-5	2021	2021	129
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2016	2016	164
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2017	2017	186
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2018	2018	186
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2019	2019	175
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2020	2020	221
	"Orange County, NY"	36071	Black or African American	2054-5	Hispanic or Latino	2135-2	2021	2021	197
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2016	2016	363
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2017	2017	370
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2018	2018	397
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2019	2019	388
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2020	2020	378
	"Orange County, NY"	36071	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2021	2021	422
	"Orange County, NY"	36071	White	2106-3	Hispanic or Latino	2135-2	2016	2016	872
	"Orange County, NY"	36071	White	2106-3	Hispanic or Latino	2135-2	2017	2017	914
	"Orange County, NY"	36071	White	2106-3	Hispanic or Latino	2135-2	2018	2018	905
	"Orange County, NY"	36071	White	2106-3	Hispanic or Latino	2135-2	2019	2019	930
	"Orange County, NY"	36071	White	2106-3	Hispanic or Latino	2135-2	2020	2020	915
	"Orange County, NY"	36071	White	2106-3	Hispanic or Latino	2135-2	2021	2021	1062
	"Orange County, NY"	36071	White	2106-3	Not Hispanic or Latino	2186-5	2016	2016	2991
	"Orange County, NY"	36071	White	2106-3	Not Hispanic or Latino	2186-5	2017	2017	3173
	"Orange County, NY"	36071	White	2106-3	Not Hispanic or Latino	2186-5	2018	2018	3132
	"Orange County, NY"	36071	White	2106-3	Not Hispanic or Latino	2186-5	2019	2019	3228
	"Orange County, NY"	36071	White	2106-3	Not Hispanic or Latino	2186-5	2020	2020	3205
